Warning in <TGeoMixture::ComputeDerivedQuantities>: Mixture PE: sum of weights is: 6
DD4hep           WARN  ++ STD conditions NOT defined by client. NTP defaults taken.
Detector         WARN  +++ Object 'compact_checksum' is already defined. New value will be ignored
Compact          WARN  ++ Overwriting/updating Header structure is very dangerous. Try to avoid this.
Compact          WARN  ++     Header definition in: file:///Users/andreas/cern/build/acts/acts/rz-release/_deps/odd-src/xml/detectors/CalorimeterHCal.xml
Detector         WARN  +++ Object 'compact_checksum' is already defined. New value will be ignored
19:23:18    DD4hepDetect   INFO      Translating DD4hep geometry into Acts geometry
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: BeamPipe
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: Pixels
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: PST
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: ShortStrips
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: LongStrips
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: Solenoid
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: ECal
19:23:18    DD4hepDetect   INFO      Translating DD4hep sub detector: HCal
19:23:18    D2A_V:ECal     INFO      No layers present, returning nullptr
19:23:18    TrackingGeom   INFO      Received nullptr volume from builder, keeping previous highest volume
19:23:18    D2A_V:HCal     INFO      No layers present, returning nullptr
19:23:18    TrackingGeom   INFO      Received nullptr volume from builder, keeping previous highest volume
19:23:18    Sequencer      INFO      Create Sequencer (single-threaded)
19:23:18    Sequencer      INFO      Add Reader 'EventGenerator'
19:23:18    Sequencer      INFO      -> OutputEvent 'particle_gun_event':
19:23:18    Sequencer      INFO         shared_ptr<HepMC3::GenEvent>
19:23:18    Sequencer      INFO      Add Algorithm 'HepMC3InputConverter'
19:23:18    Sequencer      INFO      <- InputEvent 'particle_gun_event':
19:23:18    Sequencer      INFO         shared_ptr<HepMC3::GenEvent>
19:23:18    Sequencer      INFO      -> OutputParticles 'particles_generated':
19:23:18    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:23:18    Sequencer      INFO      -> OutputVertices 'vertices_generated':
19:23:18    Sequencer      INFO         flat_set<SimVertex, detail::CompareVertexId, void>
19:23:18    Sequencer      INFO      Key 'particles_generated' aliased to 'particles'
19:23:18    Sequencer      INFO      Key 'vertices_generated' aliased to 'vertices_truth'
19:23:18    Sequencer      INFO      Key 'particles_generated' aliased to 'particles_generated_selected'
19:23:18    Sequencer      INFO      Add Algorithm 'FatrasSimulation'
19:23:18    Sequencer      INFO      <- InputParticles 'particles_generated_selected':
19:23:18    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:23:18    Sequencer      INFO      -> OutputSimHits 'simhits':
19:23:18    Sequencer      INFO         flat_multiset<Hit, detail::CompareGeometryId, void>
19:23:18    Sequencer      INFO      -> OutputParticles 'particles_simulated':
19:23:18    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:23:18    Sequencer      INFO      Key 'particles_simulated' aliased to 'particles'
19:23:18    Sequencer      INFO      Key 'particles_simulated' aliased to 'particles_simulated_selected'
